image_name,concept,explanation
7bfba52154f3f61a5c10253a6b25b3,creativity,this image captures the creativity of the natural world and its unique features
7bfba52154f3f61a5c10253a6b25b3,halved,something totally divided in the middle.
7bfba52154f3f61a5c10253a6b25b3,natural,the images are somewhat abstract but suggests nature images such as closeup view of flowers and plants.
7bfba52154f3f61a5c10253a6b25b3,nature,exploring nature's beauty at its finest
7bfba52154f3f61a5c10253a6b25b3,show,something shown or paraded for people to see.
7bfba52154f3f61a5c10253a6b25b3,symmetry,the objects are evenly balance around the central vertical axis of the image
7bfba52154f3f61a5c10253a6b25b3,vibrant,the art is very vibrant in color using deep hues of yellow and orange.
7bfba52154f3f61a5c10253a6b25b3,warmth,"this picture captures feelings of warmth, optimism and positivity"
7c1440f649bc663eeadc181c7cb9c32,authentication,important aspect of securing one's digital assets.
7c1440f649bc663eeadc181c7cb9c32,authentication,they verify fingerprints.
7c1440f649bc663eeadc181c7cb9c32,authenticator,a fingerprint authenticator is in the image
7c1440f649bc663eeadc181c7cb9c32,biometric,this is the measurement of people's behavioral characteristics
7c1440f649bc663eeadc181c7cb9c32,fingerprint,there's a fingerprint authenticator there
7c1440f649bc663eeadc181c7cb9c32,identity,"the fingerprint represents individuality and uniqueness, symbolizing personal identification."
7c1440f649bc663eeadc181c7cb9c32,mystery,who does this belong to?
7c1440f649bc663eeadc181c7cb9c32,naturalness,a drawing of natural finger prints.
7c1440f649bc663eeadc181c7cb9c32,security,fingerprint on the slates shows the requirement of security
7c1440f649bc663eeadc181c7cb9c32,security,the concept of authentication implies protection and access control.
7c1440f649bc663eeadc181c7cb9c32,security,trust and knowledge
7c1440f649bc663eeadc181c7cb9c32,technology,the use of biometric data reflects advancements in modern digital systems.
7c1440f649bc663eeadc181c7cb9c32,thumbprint,a significant icon of security
7c1440f649bc663eeadc181c7cb9c32,verification,fingerprints vverification.
7c1440f649bc663eeadc181c7cb9c32,verification,this belongs to someone and can indentify them.
7c5737f9136617b69d168a35239da,complicated,contains lots of moving parts
7c5737f9136617b69d168a35239da,disinformation,information with no basis on fact or source material designed to enrage and persuade its viewership
7c5737f9136617b69d168a35239da,economy,what happens to the economy when there is devaluation.
7c5737f9136617b69d168a35239da,explanation,the images gives a detailed explanation.
7c5737f9136617b69d168a35239da,finance,the graph has a vague sense of financial desperation.
7c5737f9136617b69d168a35239da,flow,flow chart depicting a string of events
7c5737f9136617b69d168a35239da,fluctuation,this shows how currency changes and the effect.
7c5737f9136617b69d168a35239da,flyer,the image displays a currency devaluation flyer.
7c5737f9136617b69d168a35239da,globalization,the graph shows how the actions of one country can have global effects.
7c5737f9136617b69d168a35239da,information,a simple to read document detailing a problem
7c5737f9136617b69d168a35239da,instability,devaluation brings instability.
7c5737f9136617b69d168a35239da,interconnected,linked together and dependent upon different parts
7c5737f9136617b69d168a35239da,manipulation,the consumer appears to be deceived by the currency devaluation process actually runs.
7c5737f9136617b69d168a35239da,process,the image displays a step by step process.
7c5737f9136617b69d168a35239da,surprising,"not straight forward,does not happen as expected"
7cfde084e5682e3ee42d4dc186a0334d,communication,shows a telephone
7cfde084e5682e3ee42d4dc186a0334d,design,the design around the phone is very beautiful
7cfde084e5682e3ee42d4dc186a0334d,emergency,shows a payphone in which people are likely to use in an emergency
7cfde084e5682e3ee42d4dc186a0334d,hazard,exposed wires from the telephone
7cfde084e5682e3ee42d4dc186a0334d,hopelessness,people may need to use this in emergency but not have the coins
7cfde084e5682e3ee42d4dc186a0334d,inquisitivines,where is this. is it in a museum. the surround is unusual.
7cfde084e5682e3ee42d4dc186a0334d,memory,"when you see this phone, you will think of good friends."
7cfde084e5682e3ee42d4dc186a0334d,nostalgia,"an item which belongs to the past, beautiful surroundings of a past style."
7cfde084e5682e3ee42d4dc186a0334d,nostalgia,shows an older style telephone which may make people nostalgic
7cfde084e5682e3ee42d4dc186a0334d,nostalgic,a sign of the past that makes us think about how things used to be.
7cfde084e5682e3ee42d4dc186a0334d,obsolete,something from the past that we no longer use in today's world.
7cfde084e5682e3ee42d4dc186a0334d,phone call,"if you need, you can call."
7cfde084e5682e3ee42d4dc186a0334d,travel,implies this is a foreign country
7cfde084e5682e3ee42d4dc186a0334d,unneeded,this equipment is no longer needed in today's society as technology has moved on.
7cfde084e5682e3ee42d4dc186a0334d,wonder,the combination of the phone and the tiles is unusual.
7d7fc10b93368c14983a6efc8171f,beauty,a very well captured and beautiful display of fireworks
7d7fc10b93368c14983a6efc8171f,celebration,the evidence of fireworks and lights implies a celebration
7d7fc10b93368c14983a6efc8171f,city,in the background the lights of a city are seen behind a river
7d7fc10b93368c14983a6efc8171f,color,all colours especially primary colours are highlighted - giving a visual extravaganza.
7d7fc10b93368c14983a6efc8171f,contrast,the color of the fireworks against a black sky background make an amazing contrast to the night sky.
7d7fc10b93368c14983a6efc8171f,dark,the image was captured at night
7d7fc10b93368c14983a6efc8171f,ephemeral,"by their nature fireworks are temporary, their brief but intense existence reminds us of the fleeting nature of beauty."
7d7fc10b93368c14983a6efc8171f,fireworks,bright fireworks are seen streaking across the sky
7d7fc10b93368c14983a6efc8171f,fun,seems to be on a celebratory night
7d7fc10b93368c14983a6efc8171f,happy,the evidence of fireworks show that its a nice seen to watch and enjoy
7d7fc10b93368c14983a6efc8171f,nature,the darkness of water and the buildings implies the evidence of a city
7d7fc10b93368c14983a6efc8171f,night,the image is during the night
7d7fc10b93368c14983a6efc8171f,spectacle,"the grand scale of the firework display, with its intricate patterns and bursts of light, creates a visually stunning show."
7df7ff4e2025fca4c713d523128227e9,art,displays of peoples art and workmanship
7df7ff4e2025fca4c713d523128227e9,craftmanship,"items unable to be bought in a kmart that require time, skill and dedication to make."
7df7ff4e2025fca4c713d523128227e9,creativity,crocheting to make attractive designs
7df7ff4e2025fca4c713d523128227e9,handcrafted,hand made or embroidered items
7df7ff4e2025fca4c713d523128227e9,homely,items that make somewhere home
7df7ff4e2025fca4c713d523128227e9,individual,each persons skill on show
7df7ff4e2025fca4c713d523128227e9,joy,celebration peoples enjoyment of crafts
7df7ff4e2025fca4c713d523128227e9,love,handmade crafts made with love
7df7ff4e2025fca4c713d523128227e9,love,a theme of love on more than one item
7df7ff4e2025fca4c713d523128227e9,love,"carefully handcrafted items that suggest a homemade gift, made with tenderness and love."
7df7ff4e2025fca4c713d523128227e9,love,products to gift to share your love.
7df7ff4e2025fca4c713d523128227e9,representation,Rainbow colours makes me feel like it represents the lgbt community
7df7ff4e2025fca4c713d523128227e9,sustainability,natural fabrics and handcrafts give a sense of the 'slow' movement and putting an end to consumerism.
7df7ff4e2025fca4c713d523128227e9,variety,a number of designs and ideas put together.
7df7ff4e2025fca4c713d523128227e9,vintage,images makes me feel nostalgic for older times
7e46926f7d2074f4e736e3e3d87e122,chaos,the image portrays a sense of chaos and disorganization in the room
7e46926f7d2074f4e736e3e3d87e122,depression,"the kitchen is really messy, like when someone is unable to clear up after themselves"
7e46926f7d2074f4e736e3e3d87e122,dirty,the overall state of the kitchen strongly emphasizes the need for cleaning.
7e46926f7d2074f4e736e3e3d87e122,discomfort,i feel uncomfortable by this image as i prefer order
7e46926f7d2074f4e736e3e3d87e122,laziness,as the items haven't been tidied up or put away it suggests that the owner is lazy.
7e46926f7d2074f4e736e3e3d87e122,lonely,the person living here must be lonely to drink so much
7e46926f7d2074f4e736e3e3d87e122,messy,alcohol bottles and trash are littered everywhere
7e46926f7d2074f4e736e3e3d87e122,messy,"a kitchen is overflowing with bottles, plates and washing up and things are in general disarray - for example the cupboard doors are open"
7e46926f7d2074f4e736e3e3d87e122,overindulgence,the presence of numerous alcohol bottles hints at a period of excessive consumption.
7e46926f7d2074f4e736e3e3d87e122,party,there are lots of bottles of alcohol left on the counter
7e46926f7d2074f4e736e3e3d87e122,party,the many alcohol bottles around suggest that there has been a party that isn't finished yet
7e46926f7d2074f4e736e3e3d87e122,poor,the kitchen is low end and messy
7e46926f7d2074f4e736e3e3d87e122,regret,"the image might trigger feelings of regret or remorse, particularly if the party resulted in excessive behavior or unwanted consequences."
7e46926f7d2074f4e736e3e3d87e122,sad,i don't imagine this person is having a great life drinking and being a mess
7e46926f7d2074f4e736e3e3d87e122,the morning after the night before,"it would seem that there has been a party and this is the day after - waiting for someone to clear up, they are probably sleeping off the night before"
7e9468f3913ec388db203a5d70c882b9,90's concept,the black and white image depict that this image was taken in the old era
7e9468f3913ec388db203a5d70c882b9,atmosphere,"the black-and-white color scheme creates a timeless and reflective atmosphere, suggesting a moment of introspection or nostalgia."
7e9468f3913ec388db203a5d70c882b9,black and white,the black and white suggests the image has some age to it
7e9468f3913ec388db203a5d70c882b9,bleak,this is because of the color of the game
7e9468f3913ec388db203a5d70c882b9,character portrayal,"the elderly man⊙s thoughtful expression and simple attire convey a sense of wisdom, humility, and life experience."
7e9468f3913ec388db203a5d70c882b9,composition,"the play of light and shadow emphasizes the subject⊙s facial features and adds depth to the image, enhancing its emotional resonance."
7e9468f3913ec388db203a5d70c882b9,contemplation,"is portrayed in the image as the man looks puzzled, as if contemplating either his next move or past life."
